,age,fee_cleaned,Potential,Value(MGBP),Wage(kGBP),International Reputation,Weak Foot,Skill Moves,year of contact,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Best Overall Rating
260,23,8.1,84.0,14,90.0,1.0,2.0,2.0,4.0,80.0,60.0,65.0,71.0,32.0,76.0,71.0,30.0,61.0,76.0,84.0,86.0,81.0,77.0,74.0,67.0,60.0,85.0,68.0,61.0,75.0,77.0,64.0,69.0,55.0,72.0,79.0,76.0,11.0,8.0,10.0,7.0,14.0,78.0
261,27,25.38,81.0,14,60.0,3.0,2.0,2.0,4.0,58.0,23.0,74.0,76.0,20.0,50.0,50.0,30.0,68.0,62.0,53.0,60.0,52.0,72.0,53.0,51.0,76.0,75.0,90.0,38.0,87.0,80.0,32.0,52.0,40.0,75.0,82.0,79.0,14.0,12.0,9.0,7.0,8.0,79.0
262,23,4.05,73.0,1.2,6.0,1.0,3.0,3.0,3.0,56.0,51.0,64.0,69.0,25.0,63.0,41.0,29.0,65.0,68.0,74.0,69.0,69.0,64.0,73.0,64.0,72.0,70.0,75.0,61.0,72.0,67.0,61.0,62.0,44.0,64.0,71.0,70.0,13.0,7.0,8.0,10.0,13.0,69.0
263,24,2.07,76.0,2.6,30.0,1.0,3.0,2.0,4.0,52.0,24.0,72.0,68.0,32.0,55.0,34.0,26.0,66.0,66.0,72.0,74.0,60.0,68.0,64.0,34.0,76.0,69.0,88.0,28.0,74.0,71.0,59.0,49.0,39.0,69.0,77.0,73.0,7.0,15.0,8.0,11.0,12.0,75.0
264,24,76.23,90.0,59,200.0,3.0,4.0,3.0,5.0,75.0,88.0,87.0,74.0,78.0,79.0,74.0,66.0,73.0,73.0,78.0,89.0,62.0,85.0,47.0,88.0,72.0,80.0,93.0,76.0,72.0,27.0,87.0,74.0,80.0,82.0,30.0,30.0,8.0,15.0,14.0,7.0,10.0,84.0
265,28,40.23,85.0,31,180.0,3.0,3.0,3.0,3.0,71.0,64.0,77.0,84.0,74.0,78.0,70.0,67.0,82.0,79.0,62.0,66.0,56.0,85.0,53.0,78.0,71.0,89.0,89.0,75.0,83.0,85.0,69.0,75.0,69.0,84.0,85.0,75.0,7.0,15.0,12.0,14.0,9.0,83.0
266,22,31.5,85.0,12.5,90.0,2.0,3.0,2.0,4.0,58.0,36.0,78.0,78.0,34.0,63.0,64.0,66.0,71.0,71.0,72.0,77.0,64.0,74.0,47.0,68.0,79.0,77.0,77.0,57.0,78.0,79.0,37.0,54.0,55.0,74.0,79.0,77.0,12.0,16.0,8.0,7.0,9.0,77.0
267,22,7.65,85.0,17.5,30.0,1.0,4.0,4.0,5.0,77.0,70.0,23.0,80.0,67.0,81.0,74.0,65.0,75.0,81.0,83.0,78.0,84.0,74.0,69.0,72.0,61.0,71.0,59.0,70.0,41.0,36.0,74.0,78.0,60.0,67.0,22.0,22.0,15.0,10.0,11.0,12.0,7.0,78.0
268,23,18.0,80.0,8.5,80.0,2.0,3.0,2.0,5.0,78.0,43.0,59.0,74.0,44.0,76.0,53.0,71.0,66.0,79.0,78.0,79.0,79.0,78.0,72.0,80.0,68.0,78.0,53.0,77.0,65.0,75.0,75.0,41.0,55.0,73.0,68.0,69.0,8.0,15.0,8.0,7.0,14.0,75.0
269,31,15.3,82.0,21.5,150.0,3.0,3.0,2.0,2.0,64.0,83.0,90.0,77.0,82.0,72.0,70.0,65.0,58.0,82.0,51.0,55.0,59.0,83.0,52.0,85.0,82.0,74.0,90.0,74.0,76.0,42.0,83.0,75.0,83.0,78.0,37.0,20.0,12.0,15.0,11.0,6.0,5.0,80.0
270,24,15.12,83.0,19,110.0,2.0,5.0,3.0,6.0,65.0,69.0,65.0,84.0,61.0,85.0,68.0,70.0,78.0,86.0,75.0,75.0,69.0,75.0,58.0,80.0,63.0,68.0,81.0,79.0,74.0,45.0,71.0,80.0,65.0,80.0,58.0,51.0,9.0,14.0,12.0,6.0,10.0,79.0
271,23,58.5,88.0,29.5,110.0,2.0,3.0,2.0,6.0,58.0,45.0,85.0,75.0,40.0,57.0,61.0,69.0,78.0,72.0,68.0,70.0,49.0,82.0,55.0,68.0,77.0,71.0,84.0,47.0,72.0,85.0,54.0,52.0,35.0,74.0,86.0,85.0,10.0,11.0,5.0,14.0,5.0,82.0
272,26,76.19,86.0,31.5,140.0,3.0,3.0,2.0,6.0,53.0,52.0,82.0,76.0,45.0,70.0,60.0,70.0,76.0,73.0,71.0,76.0,57.0,82.0,51.0,81.0,80.0,76.0,92.0,64.0,80.0,85.0,41.0,59.0,62.0,83.0,85.0,83.0,13.0,10.0,13.0,11.0,11.0,83.0
273,18,0.205,77.0,0.275,6.0,1.0,2.0,3.0,3.0,61.0,35.0,40.0,49.0,34.0,60.0,54.0,42.0,42.0,54.0,75.0,71.0,71.0,52.0,77.0,28.0,60.0,69.0,52.0,34.0,59.0,54.0,57.0,43.0,48.0,39.0,60.0,59.0,5.0,8.0,9.0,11.0,13.0,59.0
274,29,30.6,88.0,60,325.0,4.0,3.0,4.0,5.0,81.0,84.0,70.0,79.0,83.0,90.0,79.0,78.0,73.0,87.0,88.0,84.0,92.0,87.0,87.0,84.0,85.0,86.0,72.0,82.0,80.0,50.0,85.0,82.0,77.0,86.0,44.0,35.0,10.0,10.0,15.0,12.0,13.0,85.0
275,29,30.6,84.0,31.5,170.0,3.0,5.0,4.0,4.0,77.0,76.0,53.0,81.0,81.0,85.0,83.0,64.0,72.0,86.0,88.0,84.0,89.0,81.0,85.0,87.0,71.0,86.0,63.0,73.0,69.0,64.0,82.0,84.0,72.0,76.0,53.0,55.0,5.0,11.0,14.0,5.0,7.0,82.0
276,27,61.02,85.0,40.5,200.0,3.0,4.0,5.0,5.0,81.0,78.0,48.0,78.0,72.0,90.0,84.0,78.0,75.0,90.0,88.0,83.0,93.0,77.0,88.0,79.0,61.0,76.0,54.0,80.0,48.0,39.0,80.0,80.0,70.0,84.0,31.0,18.0,15.0,9.0,13.0,11.0,6.0,84.0
277,21,2.25,83.0,3,30.0,1.0,3.0,2.0,4.0,32.0,23.0,68.0,72.0,28.0,71.0,62.0,70.0,70.0,70.0,66.0,67.0,63.0,62.0,55.0,63.0,69.0,65.0,75.0,52.0,65.0,65.0,40.0,67.0,46.0,64.0,74.0,68.0,12.0,13.0,15.0,13.0,11.0,69.0
278,22,10.17,83.0,7.5,30.0,1.0,3.0,1.0,5.0,14.0,15.0,14.0,32.0,19.0,20.0,20.0,15.0,41.0,27.0,48.0,49.0,40.0,69.0,42.0,24.0,64.0,31.0,66.0,17.0,28.0,22.0,14.0,51.0,25.0,57.0,16.0,14.0,76.0,72.0,70.0,73.0,78.0,74.0
279,20,8.1,83.0,8.5,20.0,1.0,3.0,3.0,5.0,77.0,53.0,68.0,76.0,21.0,77.0,71.0,34.0,63.0,78.0,87.0,86.0,82.0,63.0,84.0,57.0,61.0,66.0,65.0,52.0,62.0,69.0,67.0,64.0,37.0,62.0,77.0,76.0,10.0,7.0,14.0,12.0,15.0,75.0
280,31,3.51,78.0,6.5,40.0,3.0,3.0,1.0,2.0,14.0,14.0,10.0,34.0,19.0,23.0,17.0,13.0,35.0,20.0,56.0,60.0,50.0,72.0,32.0,40.0,69.0,28.0,61.0,19.0,36.0,25.0,14.0,42.0,30.0,58.0,14.0,13.0,76.0,75.0,68.0,75.0,81.0,76.0
281,21,3.06,80.0,5.5,15.0,1.0,3.0,3.0,4.0,66.0,70.0,46.0,69.0,55.0,76.0,69.0,74.0,64.0,74.0,79.0,76.0,78.0,67.0,81.0,71.0,47.0,59.0,62.0,73.0,47.0,18.0,64.0,74.0,69.0,68.0,27.0,15.0,9.0,15.0,16.0,10.0,8.0,72.0
282,25,2.7,77.0,7,1.0,1.0,2.0,3.0,5.0,52.0,75.0,67.0,64.0,63.0,75.0,55.0,48.0,58.0,73.0,91.0,93.0,90.0,70.0,82.0,69.0,73.0,75.0,63.0,62.0,73.0,24.0,78.0,53.0,65.0,58.0,38.0,33.0,8.0,11.0,11.0,13.0,12.0,73.0
283,25,53.1,82.0,18,120.0,1.0,4.0,4.0,5.0,67.0,72.0,55.0,80.0,70.0,79.0,70.0,72.0,80.0,81.0,79.0,76.0,84.0,80.0,87.0,76.0,83.0,84.0,61.0,74.0,76.0,79.0,69.0,76.0,65.0,82.0,80.0,71.0,7.0,16.0,15.0,11.0,15.0,79.0
284,19,19.8,85.0,8,30.0,1.0,3.0,3.0,5.0,77.0,52.0,65.0,74.0,44.0,78.0,75.0,44.0,60.0,75.0,78.0,77.0,69.0,76.0,70.0,76.0,77.0,78.0,74.0,64.0,80.0,71.0,73.0,66.0,43.0,76.0,69.0,67.0,10.0,6.0,10.0,6.0,8.0,74.0
285,35,1.53,74.0,1.3,40.0,1.0,4.0,1.0,2.0,19.0,17.0,14.0,43.0,15.0,11.0,17.0,19.0,40.0,34.0,52.0,46.0,50.0,69.0,56.0,24.0,70.0,29.0,71.0,19.0,42.0,26.0,14.0,50.0,20.0,60.0,13.0,19.0,74.0,72.0,74.0,74.0,76.0,73.0
286,25,6.62,80.0,6.5,20.0,1.0,3.0,1.0,4.0,17.0,11.0,17.0,27.0,15.0,16.0,16.0,17.0,35.0,18.0,45.0,38.0,55.0,66.0,27.0,24.0,63.0,42.0,68.0,16.0,24.0,17.0,11.0,48.0,42.0,32.0,17.0,20.0,79.0,74.0,70.0,73.0,77.0,74.0
287,25,56.25,91.0,46,130.0,3.0,3.0,1.0,6.0,17.0,13.0,19.0,45.0,20.0,27.0,19.0,18.0,44.0,30.0,54.0,45.0,40.0,86.0,37.0,21.0,52.0,32.0,78.0,14.0,27.0,11.0,13.0,66.0,23.0,65.0,19.0,16.0,84.0,82.0,87.0,87.0,89.0,86.0
288,23,54.0,88.0,34,120.0,2.0,4.0,4.0,5.0,62.0,74.0,42.0,87.0,71.0,88.0,64.0,70.0,77.0,88.0,78.0,64.0,89.0,82.0,90.0,76.0,53.0,82.0,58.0,73.0,78.0,76.0,74.0,81.0,58.0,79.0,64.0,62.0,7.0,14.0,15.0,14.0,9.0,82.0
289,24,40.5,89.0,42.5,130.0,3.0,2.0,3.0,5.0,79.0,66.0,75.0,83.0,47.0,76.0,71.0,53.0,82.0,82.0,69.0,72.0,69.0,83.0,67.0,78.0,75.0,92.0,80.0,65.0,85.0,86.0,70.0,77.0,91.0,84.0,86.0,85.0,13.0,12.0,6.0,8.0,8.0,84.0
290,26,13.23,82.0,24,140.0,3.0,4.0,5.0,5.0,79.0,71.0,45.0,82.0,76.0,86.0,88.0,84.0,81.0,84.0,84.0,77.0,84.0,80.0,91.0,87.0,52.0,75.0,73.0,84.0,61.0,55.0,74.0,81.0,65.0,82.0,49.0,48.0,13.0,12.0,12.0,11.0,11.0,81.0
291,25,12.6,75.0,3.4,30.0,1.0,3.0,1.0,4.0,13.0,11.0,13.0,30.0,13.0,19.0,15.0,14.0,42.0,23.0,46.0,44.0,38.0,70.0,53.0,25.0,64.0,22.0,60.0,16.0,25.0,20.0,7.0,38.0,20.0,56.0,20.0,18.0,74.0,72.0,64.0,72.0,74.0,72.0
292,32,1.37,77.0,5,30.0,2.0,3.0,2.0,2.0,52.0,38.0,78.0,72.0,34.0,56.0,48.0,34.0,73.0,70.0,45.0,51.0,58.0,75.0,54.0,67.0,74.0,55.0,74.0,56.0,77.0,77.0,38.0,60.0,44.0,70.0,80.0,77.0,11.0,15.0,11.0,10.0,12.0,76.0
293,23,72.0,90.0,31,90.0,1.0,4.0,1.0,6.0,25.0,11.0,17.0,32.0,18.0,10.0,25.0,19.0,36.0,16.0,34.0,33.0,41.0,79.0,39.0,25.0,71.0,37.0,51.0,14.0,18.0,21.0,15.0,55.0,24.0,63.0,18.0,16.0,84.0,82.0,79.0,80.0,85.0,82.0
294,26,51.3,84.0,30,140.0,2.0,3.0,3.0,5.0,75.0,57.0,56.0,89.0,71.0,82.0,75.0,76.0,87.0,85.0,66.0,55.0,77.0,81.0,73.0,71.0,58.0,79.0,66.0,62.0,79.0,76.0,68.0,87.0,84.0,79.0,77.0,70.0,14.0,7.0,13.0,14.0,8.0,82.0
295,21,0.99,72.0,0.575,2.0,1.0,2.0,2.0,4.0,30.0,16.0,67.0,66.0,24.0,55.0,30.0,40.0,64.0,65.0,73.0,75.0,63.0,55.0,49.0,64.0,79.0,62.0,72.0,24.0,64.0,58.0,41.0,49.0,38.0,52.0,63.0,58.0,13.0,6.0,9.0,10.0,12.0,63.0
296,31,6.48,76.0,7,20.0,3.0,3.0,3.0,3.0,61.0,73.0,92.0,80.0,68.0,67.0,64.0,46.0,66.0,80.0,38.0,46.0,48.0,81.0,49.0,75.0,70.0,79.0,92.0,63.0,92.0,74.0,83.0,72.0,64.0,75.0,77.0,63.0,8.0,6.0,9.0,15.0,16.0,79.0
297,21,19.08,83.0,3.5,30.0,1.0,3.0,3.0,5.0,54.0,71.0,65.0,70.0,65.0,73.0,54.0,42.0,58.0,75.0,67.0,69.0,69.0,63.0,67.0,73.0,67.0,65.0,72.0,63.0,43.0,22.0,68.0,63.0,71.0,64.0,15.0,22.0,9.0,15.0,14.0,9.0,10.0,69.0
298,23,63.0,89.0,45.5,145.0,2.0,4.0,3.0,5.0,63.0,64.0,75.0,85.0,59.0,76.0,65.0,54.0,82.0,82.0,68.0,66.0,69.0,82.0,69.0,74.0,69.0,84.0,81.0,76.0,76.0,83.0,75.0,82.0,46.0,85.0,84.0,78.0,10.0,10.0,7.0,14.0,8.0,85.0
299,25,58.5,86.0,25,125.0,2.0,3.0,4.0,6.0,83.0,58.0,68.0,81.0,62.0,85.0,82.0,69.0,75.0,84.0,88.0,87.0,79.0,81.0,79.0,80.0,72.0,90.0,60.0,68.0,73.0,76.0,78.0,78.0,46.0,82.0,80.0,80.0,6.0,9.0,15.0,14.0,14.0,84.0
300,21,0.9,74.0,0.75,2.0,1.0,3.0,3.0,3.0,59.0,69.0,51.0,63.0,61.0,68.0,51.0,65.0,59.0,68.0,74.0,68.0,75.0,61.0,83.0,57.0,73.0,55.0,63.0,65.0,29.0,19.0,58.0,56.0,64.0,59.0,12.0,11.0,9.0,7.0,10.0,8.0,12.0,66.0
301,21,15.12,87.0,10,29.0,1.0,2.0,3.0,4.0,67.0,64.0,62.0,75.0,58.0,72.0,66.0,63.0,74.0,75.0,66.0,67.0,74.0,80.0,74.0,76.0,66.0,73.0,68.0,76.0,74.0,69.0,52.0,72.0,44.0,73.0,75.0,70.0,12.0,6.0,13.0,10.0,7.0,75.0
302,29,8.55,77.0,7.5,68.0,2.0,3.0,3.0,3.0,73.0,62.0,60.0,80.0,59.0,73.0,72.0,53.0,76.0,80.0,68.0,67.0,78.0,77.0,85.0,82.0,67.0,76.0,64.0,74.0,84.0,76.0,68.0,71.0,65.0,75.0,77.0,75.0,10.0,9.0,14.0,11.0,6.0,77.0
303,21,3.6,83.0,6.5,7.0,1.0,4.0,4.0,5.0,71.0,61.0,36.0,72.0,69.0,78.0,79.0,68.0,70.0,77.0,78.0,71.0,89.0,70.0,88.0,64.0,44.0,76.0,44.0,60.0,46.0,38.0,62.0,76.0,54.0,74.0,49.0,44.0,15.0,14.0,12.0,12.0,12.0,75.0
304,25,1.53,81.0,9,57.0,1.0,3.0,2.0,3.0,32.0,38.0,82.0,69.0,28.0,41.0,27.0,30.0,63.0,60.0,55.0,51.0,49.0,74.0,37.0,53.0,75.0,75.0,87.0,40.0,80.0,72.0,34.0,37.0,31.0,67.0,74.0,70.0,6.0,14.0,7.0,13.0,12.0,77.0
305,17,1.71,84.0,1.2,0.85,1.0,3.0,2.0,3.0,37.0,24.0,61.0,66.0,27.0,63.0,34.0,26.0,62.0,68.0,67.0,69.0,52.0,64.0,52.0,45.0,66.0,62.0,68.0,23.0,64.0,66.0,48.0,60.0,40.0,64.0,67.0,59.0,11.0,14.0,5.0,9.0,14.0,67.0
306,26,19.98,79.0,14,66.0,1.0,4.0,3.0,3.0,64.0,83.0,76.0,69.0,66.0,79.0,57.0,36.0,61.0,78.0,77.0,75.0,76.0,80.0,77.0,75.0,79.0,70.0,67.0,68.0,65.0,39.0,83.0,68.0,79.0,76.0,24.0,27.0,10.0,13.0,12.0,16.0,6.0,79.0
307,22,6.48,82.0,6,38.0,1.0,5.0,4.0,4.0,70.0,64.0,35.0,70.0,36.0,77.0,62.0,32.0,63.0,74.0,89.0,88.0,92.0,64.0,87.0,58.0,50.0,69.0,53.0,63.0,43.0,22.0,65.0,71.0,52.0,69.0,20.0,17.0,9.0,8.0,6.0,13.0,7.0,74.0
308,31,6.3,81.0,11.5,24.0,3.0,2.0,1.0,5.0,11.0,11.0,16.0,37.0,16.0,14.0,16.0,12.0,34.0,26.0,50.0,52.0,34.0,74.0,52.0,57.0,69.0,31.0,72.0,16.0,34.0,21.0,14.0,43.0,41.0,61.0,14.0,16.0,80.0,75.0,76.0,84.0,82.0,81.0
309,25,40.5,87.0,38.5,145.0,3.0,4.0,4.0,5.0,73.0,61.0,42.0,90.0,76.0,88.0,78.0,68.0,82.0,89.0,78.0,73.0,87.0,82.0,84.0,79.0,63.0,79.0,63.0,75.0,77.0,74.0,72.0,83.0,59.0,81.0,73.0,66.0,9.0,5.0,6.0,7.0,7.0,86.0
310,22,8.82,81.0,8,30.0,1.0,3.0,3.0,4.0,73.0,54.0,64.0,70.0,58.0,76.0,62.0,42.0,70.0,72.0,88.0,87.0,74.0,70.0,77.0,72.0,73.0,78.0,75.0,68.0,67.0,72.0,65.0,67.0,49.0,69.0,74.0,73.0,7.0,14.0,10.0,10.0,9.0,76.0
311,26,8.1,76.0,3.5,27.0,1.0,3.0,2.0,4.0,51.0,38.0,73.0,66.0,24.0,61.0,25.0,18.0,60.0,64.0,71.0,73.0,67.0,70.0,68.0,66.0,80.0,74.0,77.0,57.0,68.0,72.0,46.0,48.0,53.0,73.0,72.0,73.0,8.0,8.0,9.0,7.0,7.0,73.0
312,32,7.83,81.0,11.5,86.0,4.0,3.0,3.0,2.0,68.0,55.0,80.0,77.0,63.0,68.0,70.0,72.0,83.0,79.0,63.0,64.0,66.0,77.0,56.0,81.0,78.0,71.0,78.0,72.0,86.0,81.0,54.0,71.0,75.0,75.0,81.0,79.0,11.0,12.0,10.0,7.0,14.0,81.0
313,25,4.5,80.0,8,23.0,1.0,3.0,2.0,5.0,47.0,22.0,74.0,63.0,27.0,53.0,24.0,23.0,60.0,61.0,66.0,73.0,64.0,73.0,55.0,54.0,88.0,72.0,79.0,31.0,79.0,72.0,34.0,34.0,35.0,70.0,77.0,73.0,9.0,8.0,16.0,7.0,15.0,76.0
314,22,54.0,88.0,21.5,82.0,1.0,3.0,4.0,5.0,67.0,59.0,56.0,84.0,59.0,88.0,67.0,58.0,80.0,86.0,79.0,76.0,82.0,82.0,86.0,80.0,63.0,65.0,78.0,66.0,81.0,72.0,68.0,84.0,60.0,87.0,73.0,69.0,8.0,10.0,13.0,8.0,7.0,82.0
315,19,24.3,86.0,11,38.0,1.0,3.0,4.0,6.0,72.0,72.0,55.0,72.0,55.0,72.0,71.0,31.0,62.0,76.0,85.0,87.0,79.0,73.0,84.0,67.0,66.0,75.0,56.0,57.0,60.0,67.0,74.0,72.0,61.0,80.0,66.0,62.0,6.0,11.0,7.0,8.0,7.0,76.0
316,18,9.9,81.0,1.6,1.0,1.0,4.0,3.0,4.0,65.0,62.0,53.0,64.0,54.0,73.0,63.0,57.0,51.0,69.0,76.0,74.0,75.0,62.0,78.0,59.0,61.0,57.0,56.0,58.0,42.0,24.0,59.0,59.0,60.0,62.0,20.0,18.0,9.0,10.0,9.0,6.0,10.0,68.0
317,25,8.1,79.0,10,41.0,2.0,4.0,3.0,5.0,35.0,77.0,74.0,75.0,65.0,67.0,54.0,39.0,57.0,75.0,68.0,68.0,70.0,74.0,66.0,82.0,73.0,70.0,85.0,68.0,78.0,19.0,80.0,70.0,81.0,74.0,23.0,22.0,13.0,7.0,11.0,15.0,16.0,77.0
318,26,78.3,86.0,28.5,135.0,2.0,3.0,2.0,5.0,51.0,48.0,86.0,78.0,47.0,71.0,44.0,46.0,77.0,76.0,47.0,53.0,54.0,82.0,56.0,68.0,84.0,74.0,88.0,52.0,84.0,82.0,61.0,71.0,44.0,83.0,83.0,79.0,14.0,16.0,9.0,14.0,9.0,84.0
319,21,49.5,89.0,28,87.0,1.0,2.0,4.0,5.0,71.0,44.0,58.0,74.0,43.0,82.0,62.0,45.0,56.0,77.0,85.0,88.0,85.0,80.0,73.0,68.0,62.0,78.0,71.0,46.0,78.0,82.0,67.0,64.0,56.0,76.0,85.0,90.0,9.0,8.0,6.0,8.0,8.0,83.0
320,21,15.3,83.0,12.5,69.0,1.0,4.0,3.0,5.0,74.0,68.0,44.0,72.0,50.0,75.0,70.0,54.0,62.0,76.0,96.0,95.0,84.0,74.0,81.0,78.0,53.0,86.0,52.0,69.0,68.0,40.0,74.0,68.0,64.0,70.0,39.0,34.0,7.0,6.0,11.0,15.0,9.0,78.0
321,29,2.23,75.0,5.5,36.0,2.0,5.0,3.0,4.0,69.0,55.0,68.0,74.0,59.0,72.0,69.0,35.0,66.0,74.0,69.0,69.0,77.0,74.0,75.0,69.0,68.0,67.0,64.0,56.0,74.0,77.0,63.0,59.0,45.0,78.0,80.0,77.0,6.0,7.0,7.0,12.0,7.0,75.0
322,24,7.65,80.0,11.5,66.0,1.0,4.0,3.0,5.0,66.0,75.0,50.0,70.0,70.0,82.0,73.0,69.0,63.0,80.0,90.0,88.0,89.0,70.0,86.0,71.0,76.0,81.0,57.0,72.0,61.0,49.0,68.0,70.0,72.0,79.0,30.0,26.0,9.0,12.0,8.0,15.0,14.0,78.0
323,27,5.31,75.0,4.3,31.0,1.0,3.0,2.0,3.0,35.0,40.0,74.0,63.0,31.0,62.0,32.0,30.0,58.0,60.0,58.0,69.0,56.0,68.0,40.0,68.0,72.0,67.0,81.0,44.0,77.0,67.0,49.0,52.0,54.0,62.0,75.0,72.0,13.0,12.0,11.0,12.0,13.0,74.0
324,22,27.0,87.0,30,90.0,2.0,2.0,4.0,6.0,75.0,74.0,60.0,84.0,67.0,87.0,77.0,66.0,62.0,85.0,88.0,89.0,79.0,79.0,90.0,83.0,68.0,80.0,80.0,72.0,44.0,34.0,78.0,80.0,61.0,77.0,28.0,26.0,11.0,14.0,12.0,14.0,13.0,83.0
325,25,49.5,89.0,56.5,165.0,2.0,4.0,4.0,6.0,87.0,77.0,58.0,86.0,86.0,85.0,86.0,87.0,87.0,87.0,79.0,77.0,80.0,84.0,79.0,89.0,72.0,94.0,67.0,89.0,70.0,74.0,83.0,88.0,90.0,86.0,68.0,55.0,12.0,14.0,15.0,8.0,14.0,87.0
326,21,72.0,93.0,57,105.0,3.0,4.0,4.0,5.0,73.0,85.0,78.0,84.0,80.0,86.0,84.0,53.0,78.0,87.0,78.0,88.0,78.0,85.0,74.0,74.0,75.0,82.0,69.0,78.0,42.0,38.0,84.0,82.0,73.0,84.0,46.0,38.0,6.0,8.0,11.0,10.0,12.0,87.0
327,24,47.7,88.0,49.5,135.0,3.0,4.0,3.0,5.0,69.0,88.0,78.0,78.0,86.0,84.0,70.0,58.0,55.0,85.0,93.0,89.0,83.0,87.0,76.0,85.0,75.0,83.0,67.0,78.0,63.0,37.0,88.0,65.0,78.0,82.0,20.0,19.0,9.0,9.0,8.0,15.0,9.0,87.0
328,23,45.18,85.0,20.5,79.0,1.0,3.0,3.0,5.0,78.0,47.0,68.0,76.0,42.0,78.0,67.0,67.0,70.0,81.0,77.0,76.0,70.0,80.0,72.0,72.0,82.0,88.0,69.0,40.0,72.0,78.0,74.0,72.0,52.0,74.0,79.0,82.0,10.0,7.0,14.0,7.0,10.0,81.0
329,27,36.0,86.0,44,140.0,3.0,2.0,5.0,5.0,88.0,73.0,53.0,86.0,74.0,83.0,90.0,78.0,89.0,85.0,83.0,77.0,85.0,84.0,78.0,83.0,37.0,80.0,59.0,77.0,73.0,52.0,82.0,89.0,67.0,79.0,56.0,40.0,11.0,7.0,11.0,8.0,14.0,85.0
330,28,21.6,81.0,11,69.0,1.0,2.0,1.0,5.0,10.0,5.0,10.0,20.0,9.0,13.0,13.0,14.0,22.0,11.0,36.0,33.0,48.0,77.0,27.0,56.0,39.0,35.0,72.0,9.0,22.0,13.0,6.0,39.0,13.0,56.0,11.0,13.0,80.0,77.0,75.0,79.0,79.0,79.0
331,24,2.7,76.0,3.2,45.0,1.0,3.0,4.0,1.0,56.0,67.0,33.0,71.0,64.0,84.0,71.0,66.0,69.0,78.0,81.0,76.0,76.0,62.0,78.0,70.0,61.0,55.0,62.0,73.0,32.0,18.0,57.0,64.0,58.0,71.0,21.0,23.0,10.0,12.0,10.0,9.0,15.0,73.0
332,23,40.23,86.0,20.5,90.0,2.0,5.0,4.0,5.0,68.0,77.0,52.0,72.0,75.0,84.0,76.0,58.0,68.0,84.0,88.0,79.0,87.0,82.0,86.0,82.0,66.0,79.0,73.0,74.0,85.0,54.0,82.0,74.0,63.0,84.0,54.0,44.0,7.0,12.0,15.0,9.0,11.0,81.0
333,29,19.8,85.0,37,150.0,3.0,3.0,5.0,4.0,78.0,68.0,54.0,89.0,84.0,90.0,85.0,77.0,89.0,91.0,74.0,55.0,91.0,85.0,90.0,75.0,75.0,73.0,59.0,73.0,54.0,83.0,75.0,85.0,75.0,86.0,71.0,68.0,6.0,11.0,7.0,9.0,13.0,85.0
334,24,11.7,81.0,9,55.0,1.0,3.0,3.0,5.0,77.0,50.0,54.0,70.0,40.0,72.0,74.0,69.0,67.0,72.0,89.0,86.0,79.0,72.0,74.0,70.0,75.0,85.0,72.0,65.0,77.0,69.0,70.0,65.0,55.0,67.0,73.0,71.0,8.0,12.0,8.0,13.0,10.0,77.0
335,20,23.4,84.0,3.9,32.0,1.0,4.0,3.0,3.0,50.0,74.0,58.0,61.0,70.0,72.0,47.0,58.0,50.0,69.0,79.0,79.0,77.0,72.0,76.0,71.0,67.0,64.0,62.0,67.0,51.0,15.0,72.0,56.0,61.0,62.0,18.0,17.0,7.0,12.0,10.0,8.0,5.0,72.0
336,22,3.51,82.0,6,11.0,1.0,3.0,4.0,4.0,63.0,63.0,59.0,74.0,55.0,83.0,68.0,49.0,69.0,78.0,76.0,67.0,90.0,69.0,83.0,62.0,42.0,69.0,65.0,65.0,55.0,69.0,64.0,73.0,57.0,75.0,66.0,64.0,15.0,9.0,11.0,14.0,10.0,75.0
337,23,61.2,87.0,22,105.0,1.0,4.0,2.0,3.0,34.0,29.0,82.0,73.0,30.0,57.0,33.0,26.0,72.0,62.0,63.0,67.0,54.0,78.0,56.0,74.0,78.0,86.0,80.0,22.0,92.0,82.0,39.0,40.0,45.0,79.0,84.0,81.0,7.0,8.0,13.0,7.0,12.0,83.0
338,25,40.77,83.0,14.5,100.0,1.0,3.0,2.0,5.0,63.0,48.0,76.0,77.0,52.0,69.0,62.0,59.0,73.0,74.0,75.0,74.0,73.0,79.0,70.0,63.0,88.0,75.0,76.0,56.0,73.0,81.0,51.0,66.0,53.0,76.0,82.0,81.0,10.0,7.0,7.0,16.0,10.0,81.0
339,20,20.7,70.0,0.23,0.5,1.0,3.0,3.0,1.0,60.0,57.0,62.0,60.0,56.0,56.0,38.0,42.0,50.0,65.0,68.0,67.0,68.0,55.0,55.0,55.0,64.0,52.0,58.0,54.0,28.0,31.0,61.0,48.0,52.0,41.0,32.0,28.0,8.0,9.0,10.0,6.0,8.0,61.0
